NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
100346910	LOC100346910	cytochrome P450 26A1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1592	NCBI Ortholog
100346916	LOC100346916	protein mago nashi homolog 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100346919	LOC100346919	zinc finger CCHC-type and RNA-binding motif-containing protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100346920	TTLL1	TTL family tubulin polyglutamylase complex subunit L1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	25809	NCBI Ortholog
100346931	LOC100346931	olfactory receptor 7E24-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100346934	LOC100346934	pre-B-cell leukemia transcription factor 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100346936	LOC100346936	non-POU domain-containing octamer-binding protein	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100346940	LOC100346940	intestinal-type alkaline phosphatase-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100346942	LOC100346942	ubiquitin-conjugating enzyme E2 T-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100346947	LOC100346947	histone PARylation factor 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	54969	NCBI Ortholog
100346950	LOC100346950	calpain-13	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100346954	LOC100346954	60S ribosomal protein L24	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100346967	LOC100346967	C-terminal-binding protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100346975	LOC100346975	histone H2A type 1-C	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100346983	LOC100346983	endonuclease G, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100346985	LOC100346985	guanylate-binding protein 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100346988	LOC100346988	phosphatidylinositol N-acetylglucosaminyltransferase subunit Y	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100346994	LOC100346994	leucine-rich repeat-containing protein 40-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100346996	LOC100346996	40S ribosomal protein S26-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347002	LOC100347002	serine/arginine repetitive matrix protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347009	LOC100347009	coiled-coil domain-containing protein 170	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347013	LOC100347013	14-3-3 protein epsilon-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347015	LOC100347015	60S ribosomal protein L10a-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347019	LOC100347019	histone H2A type 1-H	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347021	LOC100347021	taste receptor type 2 member 19-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347029	LOC100347029	relaxin-like protein SQ10	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347031	LOC100347031	40S ribosomal protein SA-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347032	LOC100347032	ribosome biogenesis protein NSA2 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
100347036	LOC100347036	uncharacterized LOC100347036	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100347041	LOC100347041	leukocyte immunoglobulin-like receptor subfamily A member 6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	16		
100347048	LOC100347048	zinc finger protein 345	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347051	LOC100347051	protein FAM204A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347055	LOC100347055	nudC domain-containing protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347058	LOC100347058	60S ribosomal protein L13a-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347059	LOC100347059	zygote arrest protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347060	LOC100347060	protein SSXT-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347063	LOC100347063	histone H4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347087	LOC100347087	uncharacterized LOC100347087	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347090	HAPSTR2	HUWE1 associated protein modifying stress responses 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	389895	NCBI Ortholog
100347104	LOC100347104	olfactory receptor 10A7	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347108	LOC100347108	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347112	LOC100347112	putative olfactory receptor 10D3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347113	LOC100347113	cell division cycle-associated protein 4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347114	LOC100347114	olfactory receptor 7C2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347116	LOC100347116	cyclin-C-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347117	H3-4	H3.4 histone, cluster member	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347118	LOC100347118	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347119	LOC100347119	olfactory receptor 52K1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347121	LOC100347121	E3 ubiquitin-protein ligase ARIH2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347123	PNMA6E	PNMA family member 6E	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	649238	NCBI Ortholog
100347125	LOC100347125	olfactory receptor 1013-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347126	LOC100347126	beclin-1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347130	LOC100347130	alpha-ketoglutarate dehydrogenase component 4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347134	LOC100347134	cAMP-regulated phosphoprotein 19-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347141	LOC100347141	F-box/LRR-repeat protein 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4		
100347143	LOC100347143	cytochrome b-c1 complex subunit 2, mitochondrial	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7385	NCBI Ortholog
100347148	LOC100347148	60S ribosomal protein L9-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347151	LOC100347151	developmental pluripotency-associated protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347156	LOC100347156	KH homology domain-containing protein 1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347161	LOC100347161	PRELI domain containing protein 3B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347165	LOC100347165	60S ribosomal protein L34-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347166	LOC100347166	eukaryotic translation initiation factor 2 subunit 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347172	LOC100347172	olfactory receptor 4N5-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347175	LOC100347175	mitochondrial import inner membrane translocase subunit Tim23	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100347176	LOC100347176	protein FRA10AC1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	118924	NCBI Ortholog
100347177	LOC100347177	60S ribosomal protein L27-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347178	LOC100347178	asialoglycoprotein receptor 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100347182	LOC100347182	melanoma-associated antigen B18	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347184	LOC100347184	general transcription factor IIE subunit 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347193	LOC100347193	olfactory receptor 7A10-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347196	LOC100347196	olfactory receptor 7E24-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347198	LOC100347198	eukaryotic translation initiation factor 2A-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347199	LOC100347199	olfactory receptor 10H1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347200	LOC100347200	NIF3-like protein 1	Oryctolagus cuniculus	rabbit	PSEUDO			
100347208	LOC100347208	peptidyl-prolyl cis-trans isomerase G-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347209	LOC100347209	olfactory receptor 1094-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347211	LOC100347211	dnaJ homolog subfamily A member 3, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347216	LOC100347216	mitochondrial pyruvate carrier 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347219	LOC100347219	protein tyrosine phosphatase type IVA 1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347224	LOC100347224	small nuclear ribonucleoprotein Sm D2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347228	LOC100347228	enhancer of rudimentary homolog	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347230	LOC100347230	protein MEMO1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347234	LOC100347234	S-phase kinase-associated protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347239	LOC100347239	histone H2B type 1-C/E/F/G/I	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347240	LOC100347240	olfactory receptor 12D3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	81797	NCBI Ortholog
100347254	AADAC	arylacetamide deacetylase	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	13	NCBI Ortholog
100347267	LOC100347267	general transcription factor IIF subunit 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347275	LOC100347275	uncharacterized LOC100347275	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347286	LOC100347286	cyclin-C-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347291	LOC100347291	RNA-binding protein Raly-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347295	LOC100347295	NIF3-like protein 1	Oryctolagus cuniculus	rabbit	PSEUDO			
100347296	FBRSL1	fibrosin like 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	9	57666	NCBI Ortholog
100347298	LOC100347298	60S ribosomal protein L27	Oryctolagus cuniculus	rabbit	ncRNA	1		
100347303	LOC100347303	39S ribosomal protein L35, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347310	LOC100347310	olfactory receptor 2A5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100347312	LOC100347312	heterogeneous nuclear ribonucleoprotein M-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347322	LOC100347322	eukaryotic initiation factor 4A-I-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347323	ZSCAN26	zinc finger and SCAN domain containing 26	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	7741	NCBI Ortholog
100347331	LOC100347331	RNA-binding motif protein, X-linked 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	20		
100347333	LOC100347333	60S ribosomal protein L32-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347347	LOC100347347	FUN14 domain-containing protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347349	AGO1	argonaute RISC component 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4	26523	NCBI Ortholog
100347356	NPEPL1	aminopeptidase like 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	79716	NCBI Ortholog
100347361	ZIM2	zinc finger imprinted 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5	23619	NCBI Ortholog
100347365	LOC100347365	protein FAM205A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100347366	LOC100347366	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347372	LOC100347372	olfactory receptor 18-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347373	LOC100347373	olfactory receptor 52I2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100347377	LOC100347377	olfactory receptor 51I2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347383	LOC100347383	olfactory receptor 5AK2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347384	LOC100347384	olfactory receptor 2AJ1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347391	LOC100347391	DIS3-like exonuclease 1	Oryctolagus cuniculus	rabbit	PSEUDO			
100347393	LOC100347393	methylcrotonoyl-CoA carboxylase beta chain, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347394	LOC100347394	keratin, type II cytoskeletal 72	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347400	LOC100347400	U1 small nuclear ribonucleoprotein C-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347406	LOC100347406	dual specificity protein phosphatase 12-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347409	LOC100347409	putative KHDC1-like protein	Oryctolagus cuniculus	rabbit	PSEUDO			
100347410	LOC100347410	FUN14 domain-containing protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100347414	LOC100347414	E3 ubiquitin-protein ligase RNF14-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347415	LOC100347415	proteasome subunit beta type-1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347417	KLF18	KLF transcription factor 18	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	105378952	NCBI Ortholog
100347421	LOC100347421	methionine aminopeptidase 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347426	LOC100347426	olfactory receptor 4L1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347434	LOC100347434	melanoma-associated antigen B1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347435	LOC100347435	transcription factor BTF3-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347436	LOC100347436	translationally-controlled tumor protein-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347438	LOC100347438	DDB1- and CUL4-associated factor 12-like protein 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347441	LOC100347441	1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	1591	NCBI Ortholog
100347443	ARPIN	actin related protein 2/3 complex inhibitor	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3	348110	NCBI Ortholog
100347446	LOC100347446	olfactory receptor 7A10-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347449	LOC100347449	putative gustatory receptor clone PTE01	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347451	LOC100347451	zinc finger protein 345	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5		
100347453	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	9	6597	NCBI Ortholog
100347457	LOC100347457	natural cytotoxicity triggering receptor 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347458	LOC100347458	lysine-specific demethylase 4D-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347460	LOC100347460	olfactory receptor 10T2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347462	LOC100347462	olfactory receptor 1086-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347468	LOC100347468	40S ribosomal protein S11	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347480	LOC100347480	heterogeneous nuclear ribonucleoprotein A1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347489	LOC100347489	kinesin-like protein KIF9	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	12		
100347491	LOC100347491	60S ribosomal protein L32-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347496	LOC100347496	trifunctional enzyme subunit beta, mitochondrial	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347509	LOC100347509	succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347528	LOC100347528	zinc finger CCHC-type and RNA-binding motif-containing protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347530	LOC100347530	S-phase kinase-associated protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347531	LOC100347531	peptidyl-prolyl cis-trans isomerase A-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347532	LOC100347532	peptidyl-prolyl cis-trans isomerase D-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347535	LOC100347535	histone H2A type 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347536	LOC100347536	NXPE family member 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347537	LOC100347537	taste receptor type 2 member 19-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347544	LOC100347544	ribosome biogenesis protein NSA2 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
100347549	LOC100347549	vacuolar protein sorting-associated protein VTA1 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
100347552	LOC100347552	serine/arginine-rich splicing factor 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347555	LOC100347555	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347558	LOC100347558	cytochrome c oxidase subunit 6A1, mitochondrial-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347565	LOC100347565	olfactory receptor 6B1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	135946	NCBI Ortholog
100347571	LOC100347571	cytochrome b-c1 complex subunit 1, mitochondrial	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	7384	NCBI Ortholog
100347573	LOC100347573	Y-box-binding protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347574	LOC100347574	eukaryotic translation initiation factor 3 subunit H-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347582	LOC100347582	putative dimethylaniline monooxygenase [N-oxide-forming] 6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347588	LOC100347588	transmembrane epididymal protein 1A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347591	LOC100347591	BAG family molecular chaperone regulator 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347599	LOC100347599	transmembrane ascorbate-dependent reductase CYB561	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	6	1534	NCBI Ortholog
100347603	KDM6A	lysine demethylase 6A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7	7403	NCBI Ortholog
100347604	LOC100347604	BTB/POZ domain-containing protein KCTD12	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100347607	LOC100347607	WD repeat-containing protein 46-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347616	LOC100347616	60S ribosomal protein L32-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347617	LOC100347617	zinc finger protein 300	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	7		
100347619	LOC100347619	protein FAM205A	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100347620	LOC100347620	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347623	LOC100347623	procathepsin L	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347624	LOC100347624	olfactory receptor 150-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347626	LOC100347626	putative gustatory receptor clone PTE01	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347628	LOC100347628	cyclin-I-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347629	LOC100347629	vomeronasal type-2 receptor 116-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347635	LOC100347635	olfactory receptor 5G3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347636	LOC100347636	olfactory receptor 2L3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	4		
100347640	LOC100347640	60S ribosomal protein L15-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347647	LOC100347647	keratin, type II cytoskeletal 73	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347653	LOC100347653	acidic leucine-rich nuclear phosphoprotein 32 family member B-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347662	LOC100347662	40S ribosomal protein SA-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347663	LOC100347663	40S ribosomal protein S2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347668	LOC100347668	glutaredoxin-1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	19		
100347675	LOC100347675	magnesium transporter NIPA2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347678	LOC100347678	olfactory receptor 11H4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347679	LOC100347679	dehydrogenase/reductase member 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347680	LOC100347680	olfactory receptor 4M1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1	441670	NCBI Ortholog
100347689	LOC100347689	melanoma-associated antigen B1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347691	LOC100347691	acidic leucine-rich nuclear phosphoprotein 32 family member E-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347700	LOC100347700	olfactory receptor 7A17-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347704	LOC100347704	E3 ubiquitin/ISG15 ligase TRIM25	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100347711	LOC100347711	leukocyte immunoglobulin-like receptor subfamily A member 2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347712	LOC100347712	lysine-specific demethylase 4D-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347714	LOC100347714	ubiquitin-conjugating enzyme E2 T-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347717	LOC100347717	olfactory receptor 1086-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347725	LOC100347725	protocadherin alpha-4-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347729	LOC100347729	SIN3-HDAC complex-associated factor-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347731	LOC100347731	60S ribosomal protein L10-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347733	LOC100347733	transcription elongation factor A protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347734	LOC100347734	mitochondrial pyruvate carrier 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347735	LOC100347735	THO complex subunit 3-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347744	LOC100347744	histone H4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347749	LOC100347749	serine/threonine-protein phosphatase 2A catalytic subunit	Oryctolagus cuniculus	rabbit	PSEUDO			
100347750	LOC100347750	60S acidic ribosomal protein P0-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347754	LOC100347754	guanylate-binding protein 4	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	5		
100347777	LOC100347777	ubiquitin-conjugating enzyme E2 D2	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347781	LOC100347781	protein lin-28 homolog A-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347782	LOC100347782	carbonyl reductase [NADPH] 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347785	LOC100347785	histone H2B type 1-C/E/F/G/I	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347786	LOC100347786	NXPE family member 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347787	LOC100347787	putative taste receptor type 2 member 33	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347801	LOC100347801	nucleophosmin-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347810	LOC100347810	zinc finger protein 420	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	3		
100347813	LOC100347813	olfactory receptor-like protein OLF3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347825	LOC100347825	tuftelin-interacting protein 11-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347826	LOC100347826	N-alpha-acetyltransferase 50-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347827	LOC100347827	isochorismatase domain-containing protein 1-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347830	LOC100347830	sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347831	LOC100347831	Fc receptor-like protein 6	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347836	LOC100347836	RNA-binding motif protein, X chromosome-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347839	LOC100347839	60S ribosomal protein L35-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347846	LOC100347846	39S ribosomal protein L40, mitochondrial-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347848	LOC100347848	dnaJ homolog subfamily C member 2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347854	LOC100347854	protein Mdm4-like	Oryctolagus cuniculus	rabbit	PSEUDO			
100347856	LOC100347856	calmodulin-like protein 3	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347861	LOC100347861	GTPase IMAP family member 5	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	2		
100347862	LOC100347862	ubiquitin carboxyl-terminal hydrolase 29	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347864	LOC100347864	cytochrome b-c1 complex subunit 9-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347870	LOC100347870	olfactory receptor 8G1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347872	LOC100347872	olfactory receptor 7C2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347873	LOC100347873	olfactory receptor 51D1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347877	LOC100347877	olfactory receptor 2T27-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347878	LOC100347878	olfactory receptor 4D11-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347881	LOC100347881	olfactory receptor 5AK2-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347882	LOC100347882	olfactory receptor 2L3-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347899	LOC100347899	dipeptidase 1-like	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347909	LOC100347909	intraflagellar transport protein 22 homolog	Oryctolagus cuniculus	rabbit	PSEUDO			
100347911	LOC100347911	heterogeneous nuclear ribonucleoprotein U-like protein 1	Oryctolagus cuniculus	rabbit	PROTEIN_CODING	1		
100347912	LOC100347912	cytoskeleton-associated protein 2-like	Oryctolagus cuniculus	rabbit	PSEUDO			
